"Site","SC.Category","SC.Level","Sample.Date","Sample.Month","Fraction","Replicate","Genus","Length","Abundance","Biomass","Density","Biomass.Area.Corrected"
"FRY","MID","402","6/20/24","June","> 1",1,"Leuctra",6,3,1.123523027,32.2927879440258,36.281690861141
"FRY","MID","402","6/20/24","June","> 1",1,"Limnophila",9,1,0.491012794,10.7642626480086,5.28539067814855
"FRY","MID","402","6/20/24","June","> 1",1,"Optioservus",3,4,0.403091381,43.0570505920345,17.35592598493
"FRY","MID","402","6/20/24","June","> 1",1,"Optioservus",4,1,0.236135989,10.7642626480086,2.54182980624327
"FRY","MID","402","6/20/24","June","> 1",1,"Orthocladine",2,1,0.009540071,10.7642626480086,0.10269182992465
"FRY","MID","402","6/20/24","June","> 1",1,"Orthocladine",4,3,0.136519431,32.2927879440258,4.40859303552207
"FRY","MID","402","6/20/24","June","> 1",1,"Probezzia",6,1,0.2398014091,10.7642626480086,2.58128535091496
"FRY","MID","402","6/20/24","June","> 1",1,"Psephenus",6,1,1.34865473,10.7642626480086,14.5172737351991
"FRY","MID","402","6/20/24","June","> 1",1,"Rhagovelia",4,2,0.779881618,21.5285252960172,16.7897011410118
"FRY","MID","402","6/20/24","June","> 1",1,"Stenonema",4,1,0.481059623,10.7642626480086,5.178252131324
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Acroneuria",3,5,0.3309630427,53.8213132400431,17.8128655920344
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Acroneuria",6,1,0.621925612,10.7642626480086,6.6945706350915
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Acroneuria",8,2,3.151885517,21.5285252960172,67.8554470828848
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Antocha",5,1,0.20940963,10.7642626480086,2.2541402583423
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Atherix",4,2,0.2739937964,21.5285252960172,5.89868237674919
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Chelifera",5,19,5.452290081,204.520990312164,1115.10776683531
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Chelifera",6,4,1.862565492,43.0570505920345,80.1965766200215
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Diplectrona",4,1,0.185179649,10.7642626480086,1.99332237890205
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Diplectrona",6,2,1.071475763,21.5285252960172,23.0672930678149
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Diplectrona",7,2,1.604659681,21.5285252960172,34.5459565339074
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Leuctra",3,5,0.289371609,53.8213132400431,15.5743600107643
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Leuctra",4,11,1.381858443,118.406889128095,163.621559451023
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Leuctra",5,98,22.4580747,1054.89773950484,23690.9722346609
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Leuctra",6,20,7.490153515,215.285252960172,1612.5195941873
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Leuctra",7,9,5.10573046,96.8783638320775,494.6348131324
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Microvelia",1,2,0.0166,21.5285252960172,0.357373519913886
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Molophilus",5,1,0.174148034,10.7642626480086,1.87457517761033
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Optioservus",3,6,0.604637072,64.5855758880517,39.0508334983854
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Optioservus",4,11,2.597495875,118.406889128095,307.561406081808
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Optioservus",5,5,2.2855242,53.8213132400431,123.009913885899
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Orthocladine",5,16,1.204005215,172.228202368138,207.363653821313
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Orthocladine",6,1,0.113496616,10.7642626480086,1.22170738428418
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Orthocladine",7,2,0.321300183,21.5285252960172,6.91711911733046
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Psephenus",9,1,4.340821024,10.7642626480086,46.7257376103337
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Rhyacophila",3,1,0.150971825,10.7642626480086,1.62510037674919
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Rhyacophila",5,1,0.535896358,10.7642626480086,5.76852914962325
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Rhyacophila",7,1,1.234463728,10.7642626480086,13.2880917976319
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Stylogomphus",3,1,0.233366099,10.7642626480086,2.51201398277718
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Stylogomphus",4,1,0.536704713,10.7642626480086,5.77723049515608
"RIC","HIGH","1457","6/20/24","June","> 1",1,"Tipula",15,1,4.779372935,10.7642626480086,51.4464255651238
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Acroneuria",3,1,0.0661926085,10.7642626480086,0.712514623250807
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Acroneuria",4,2,0.3354605762,21.5285252960172,7.22197150053821
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Acroneuria",5,1,0.3450044168,10.7642626480086,3.71371815715823
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Acroneuria",7,1,1.023553308,10.7642626480086,11.0177966415501
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Acroneuria",8,1,1.575942758,10.7642626480086,16.9638617653391
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Acroneuria",9,1,2.306032329,10.7642626480086,24.822737664155
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Atherix",4,1,0.1369968982,10.7642626480086,1.4746705941873
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Chauloides",1,3,0.0186,32.2927879440258,0.60064585575888
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Chauloides",5,3,1.413973356,32.2927879440258,45.6611417438105
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Cheumatopsyche",5,5,1.661374329,53.8213132400431,89.4173481700754
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Cheumatopsyche",6,1,0.535737882,10.7642626480086,5.76682327233585
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Cheumatopsyche",7,3,2.406989521,32.2927879440258,77.7284021851453
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Diplectrona",5,3,0.996824598,32.2927879440258,32.1902453606028
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Diplectrona",7,1,0.80232984,10.7642626480086,8.63648912809473
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Hexatoma",14,1,3.968237629,10.7642626480086,42.715152088267
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Hydropsyche",3,2,0.22698157,21.5285252960172,4.8865784714747
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Hydropsyche",5,1,0.48024347,10.7642626480086,5.16946684607105
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Hydropsyche",16,1,12.82345367,10.7642626480086,138.03502335845
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Leuctra",3,10,0.578743218,107.642626480086,62.297440043057
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Leuctra",4,227,28.51653333,2443.48762109796,69679.7961884822
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Leuctra",5,153,35.06209622,1646.93218514532,57744.89474338
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Leuctra",7,9,5.10573046,96.8783638320775,494.6348131324
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Limnophila",13,1,1.30922701,10.7642626480086,14.092863401507
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Limnophila",16,1,2.277802312,10.7642626480086,24.5188623466093
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Nigronia",3,1,0.119213376,10.7642626480086,1.28324409041981
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Optioservus",3,12,1.209274144,129.171151776103,156.203333993541
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Optioservus",4,24,5.667263727,258.342303552207,1464.09396607104
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Optioservus",5,5,2.2855242,53.8213132400431,123.009913885899
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Orthocladine",3,3,0.071380989,32.2927879440258,2.30509114101184
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Orthocladine",5,29,2.182259453,312.16361679225,681.222003627557
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Orthocladine",7,6,0.96390055,64.5855758880517,62.2540721205597
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Oulimnius",2,1,0.081086867,10.7642626480086,0.872840333692142
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Psephenus",3,1,0.182823198,10.7642626480086,1.96795692142088
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Rhagovelia",4,2,0.779881618,21.5285252960172,16.7897011410118
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Simulium",5,1,0.366495624,10.7642626480086,3.94505515608181
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Stylogomphus",3,1,0.233366099,10.7642626480086,2.51201398277718
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Stylogomphus",18,1,41.76241806,10.7642626480086,449.541636813778
"RIC","HIGH","1457","6/20/24","June","> 1",2,"Tipula",17,1,6.488834372,10.7642626480086,69.847517459634
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Acroneuria",3,1,0.0661926085,10.7642626480086,0.712514623250807
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Amphinemura",3,1,0.105074111,10.7642626480086,1.13104532831001
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Atherix",7,1,0.5823809065,10.7642626480086,6.26890103875135
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Boyeria",24,1,62.56739527,10.7642626480086,673.491875888052
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Boyeria",28,1,96.53157553,10.7642626480086,1039.091232831
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Chelifera",6,5,2.328206865,53.8213132400431,125.307150968784
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Chelifera",7,2,1.402249466,21.5285252960172,30.1883631001076
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Cheumatopsyche",3,1,0.087147266,10.7642626480086,0.938076060279871
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Cheumatopsyche",4,3,0.555538948,32.2927879440258,17.9399014424112
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Cheumatopsyche",5,2,0.664549732,21.5285252960172,14.3067757158235
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Cheumatopsyche",7,3,2.406989521,32.2927879440258,77.7284021851453
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Cheumatopsyche",8,2,2.276784057,21.5285252960172,49.0158031646932
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Cyrnellus",4,1,0.23717679,10.7642626480086,2.55303326157158
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Cyrnellus",5,1,0.417206849,10.7642626480086,4.49092410118407
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Dixella",7,1,0.0433,10.7642626480086,0.466092572658773
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Hydropsyche",8,1,1.810907633,10.7642626480086,19.4930853928956
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Hydropsyche",10,1,3.400714523,10.7642626480086,36.6061843164693
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Leuctra",3,4,0.231497287,43.0570505920345,9.96759039827772
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Leuctra",4,30,3.768704846,322.927879440258,1217.01986415501
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Leuctra",5,42,9.624889158,452.099031216362,4351.40306389666
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Leuctra",6,7,2.62155373,75.3498385360603,197.533650269107
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Microvelia",3,1,0.175405746,10.7642626480086,1.88811351991389
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Nigronia",19,1,17.12054674,10.7642626480086,184.290061786868
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Orthocladine",3,1,0.023793663,10.7642626480086,0.256121237890205
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Orthocladine",4,1,0.045506477,10.7642626480086,0.489843670613563
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Orthocladine",5,5,0.37625163,53.8213132400431,20.2503568353068
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Orthocladine",6,1,0.113496616,10.7642626480086,1.22170738428418
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Oulimnius",3,1,0.228469625,10.7642626480086,2.45930705059203
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Oulimnius",4,3,1.429365209,32.2927879440258,46.1581875888052
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Oulimnius",5,1,0.842573224,10.7642626480086,9.06967948331539
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Prosimulium",3,1,0.039920691,10.7642626480086,0.429716803013994
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Prosimulium",4,2,0.199886109,21.5285252960172,4.30325315392896
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Prosimulium",5,1,0.203655226,10.7642626480086,2.19219834230355
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Simulium",5,1,0.366495624,10.7642626480086,3.94505515608181
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Simulium",6,1,0.611407203,10.7642626480086,6.58134771797632
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Stylogomphus",5,1,1.023976281,10.7642626480086,11.0223496340151
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Tanypodinae",6,1,0.003804087,10.7642626480086,0.0409481916038751
"RIC","HIGH","1457","6/20/24","June","> 1",3,"Tanypodinae",7,1,0.003804439,10.7642626480086,0.0409519806243272
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Acroneuria",7,1,1.023553308,10.7642626480086,11.0177966415501
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Acroneuria",15,1,12.01933805,10.7642626480086,129.379311625404
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Acroneuria",19,1,25.80389341,10.7642626480086,277.759886006459
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Chelifera",6,1,0.465641373,10.7642626480086,5.01228603875135
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Cheumatopsyche",4,2,0.370359299,21.5285252960172,7.97328953713671
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Cheumatopsyche",6,2,1.071475763,21.5285252960172,23.0672930678149
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Cyrnellus",12,1,3.825305126,10.7642626480086,41.1765890850377
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Hydropsyche",7,1,1.242015573,10.7642626480086,13.3693818406889
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Leuctra",4,30,3.768704846,322.927879440258,1217.01986415501
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Leuctra",5,56,12.83318554,602.798708288482,7735.82766673843
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Leuctra",6,17,6.366630488,182.992465016146,1165.04540684607
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Leuctra",7,2,1.134606769,21.5285252960172,24.4264105274489
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Oulimnius",4,2,0.952910139,21.5285252960172,20.5147500322928
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Psephenus",4,1,0.419015106,10.7642626480086,4.51038865446717
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Psephenus",5,1,0.797299052,10.7642626480086,8.58233640473628
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Stylogomphus",8,1,3.99224556,10.7642626480086,42.9735797631862
"RIC","HIGH","1457","6/20/24","June","> 1",4,"Stylogomphus",17,1,35.39332481,10.7642626480086,380.98304424112
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Acroneuria",13,1,7.568651623,10.7642626480086,81.4709539612487
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Antocha",5,1,0.20940963,10.7642626480086,2.2541402583423
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Atherix",4,1,0.1369968982,10.7642626480086,1.4746705941873
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Atherix",5,4,0.9758431528,43.0570505920345,42.016928
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Chelifera",6,3,1.396924119,32.2927879440258,45.1105743487621
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Cheumatopsyche",4,1,0.185179649,10.7642626480086,1.99332237890205
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Cheumatopsyche",5,4,1.329099464,43.0570505920345,57.2271028632939
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Cheumatopsyche",6,7,3.750165171,75.3498385360603,282.574340118407
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Cheumatopsyche",7,4,3.209319362,43.0570505920345,138.18382613563
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Cheumatopsyche",8,4,4.553568114,43.0570505920345,196.063212658773
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Cheumatopsyche",9,1,1.549927753,10.7642626480086,16.6838294187298
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Cheumatopsyche",10,4,8.170639916,43.0570505920345,351.803656232508
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Cheumatopsyche",11,1,2.622073825,10.7642626480086,28.2246913347686
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Diplectrona",20,1,12.5572537,10.7642626480086,135.169576964478
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Hydropsyche",7,1,1.242015573,10.7642626480086,13.3693818406889
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Hydropsyche",8,1,1.810907633,10.7642626480086,19.4930853928956
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Hydropsyche",10,1,3.400714523,10.7642626480086,36.6061843164693
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Leuctra",3,1,0.057874322,10.7642626480086,0.622974402583423
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Leuctra",4,13,1.633105433,139.935414424112,228.529285565124
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Leuctra",5,21,4.812444579,226.049515608181,1087.85076597417
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Leuctra",6,9,3.370569082,96.8783638320775,326.535217847147
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Microvelia",3,1,0.175405746,10.7642626480086,1.88811351991389
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Optioservus",5,2,0.91420968,21.5285252960172,19.6815862217438
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Orthocladine",5,2,0.150500652,21.5285252960172,3.24005709364909
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Oulimnius",3,4,0.913878498,43.0570505920345,39.3489127233585
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Oulimnius",4,1,0.47645507,10.7642626480086,5.12868751345533
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Oulimnius",5,1,0.842573224,10.7642626480086,9.06967948331539
"RIC","HIGH","1457","6/20/24","June","> 1",5,"Rhyacophila",9,1,2.302271927,10.7642626480086,24.7822597093649
"EAS","REF","25","7/15/24","July","> 1",1,"Attenella",2,1,0.069268369,10.7642626480086,0.745622917115178
"EAS","REF","25","7/15/24","July","> 1",1,"Eurylophella",2,1,0.050667895,10.7642626480086,0.545402529601722
"EAS","REF","25","7/15/24","July","> 1",1,"Eurylophella",3,2,0.298327909,21.5285252960172,6.42255993541442
"EAS","REF","25","7/15/24","July","> 1",1,"Leuctra",5,1,0.229164028,10.7642626480086,2.4667817868676
"EAS","REF","25","7/15/24","July","> 1",1,"Microvelia",2,1,0.056890322,10.7642626480086,0.612382368137783
"EAS","REF","25","7/15/24","July","> 1",1,"Microvelia",3,4,0.701622985,43.0570505920345,30.2098163616792
"EAS","REF","25","7/15/24","July","> 1",1,"Orthocladine",4,1,0.045506477,10.7642626480086,0.489843670613563
"EAS","REF","25","7/15/24","July","> 1",1,"Oulimnius",2,1,0.081086867,10.7642626480086,0.872840333692142
"EAS","REF","25","7/15/24","July","> 1",1,"Oulimnius",3,1,0.228469625,10.7642626480086,2.45930705059203
"EAS","REF","25","7/15/24","July","> 1",1,"Oulimnius",4,1,0.47645507,10.7642626480086,5.12868751345533
"EAS","REF","25","7/15/24","July","> 1",1,"Pycnopsyche",22,1,32.81713929,10.7642626480086,353.252306673843
"EAS","REF","25","7/15/24","July","> 1",2,"Attenella",2,5,0.346341846,53.8213132400431,18.6405729817008
"EAS","REF","25","7/15/24","July","> 1",2,"Attenella",4,1,0.517037391,10.7642626480086,5.56552627556512
"EAS","REF","25","7/15/24","July","> 1",2,"Dicranota",8,1,0.649848409,10.7642626480086,6.99513895586652
"EAS","REF","25","7/15/24","July","> 1",2,"Leuctra",2,2,0.038826305,21.5285252960172,0.83587308934338
"EAS","REF","25","7/15/24","July","> 1",2,"Leuctra",3,1,0.057874322,10.7642626480086,0.622974402583423
"EAS","REF","25","7/15/24","July","> 1",2,"Leuctra",5,1,0.229164028,10.7642626480086,2.4667817868676
"EAS","REF","25","7/15/24","July","> 1",2,"Leuctra",6,4,1.498030703,43.0570505920345,64.5007837674919
"EAS","REF","25","7/15/24","July","> 1",2,"Oulimnius",3,2,0.456939249,21.5285252960172,9.83722818083961
"EAS","REF","25","7/15/24","July","> 1",2,"Oulimnius",4,2,0.952910139,21.5285252960172,20.5147500322928
"EAS","REF","25","7/15/24","July","> 1",2,"Paracapnia",2,1,0.022424439,10.7642626480086,0.241382551130248
"EAS","REF","25","7/15/24","July","> 1",2,"Stenonema",3,1,0.2266518,10.7642626480086,2.43973950484392
"EAS","REF","25","7/15/24","July","> 1",2,"Stenonema",5,1,0.86241341,10.7642626480086,9.28324445640474
"EAS","REF","25","7/15/24","July","> 1",2,"Tanypodinae",4,1,0.003803162,10.7642626480086,0.0409382346609257
"EAS","REF","25","7/15/24","July","> 1",3,"Attenella",3,2,0.448982703,21.5285252960172,9.66593547900969
"EAS","REF","25","7/15/24","July","> 1",3,"Leuctra",3,1,0.057874322,10.7642626480086,0.622974402583423
"EAS","REF","25","7/15/24","July","> 1",3,"Stenonema",2,1,0.078470142,10.7642626480086,0.844673218514532
"EAS","REF","25","7/15/24","July","> 1",3,"Stenonema",3,1,0.2266518,10.7642626480086,2.43973950484392
"EAS","REF","25","7/15/24","July","> 1",3,"Stenonema",8,1,2.949126324,10.7642626480086,31.7451703336921
"EAS","REF","25","7/15/24","July","> 1",3,"Tanypodinae",3,1,0.003802506,10.7642626480086,0.0409311733046286
"EAS","REF","25","7/15/24","July","> 1",4,"Attenella",2,1,0.069268369,10.7642626480086,0.745622917115178
"EAS","REF","25","7/15/24","July","> 1",4,"Attenella",3,2,0.448982703,21.5285252960172,9.66593547900969
"EAS","REF","25","7/15/24","July","> 1",4,"Chironomini",4,1,0.041915933,10.7642626480086,0.451194111948332
"EAS","REF","25","7/15/24","July","> 1",4,"Chironomini",13,1,1.359749213,10.7642626480086,14.636697664155
"EAS","REF","25","7/15/24","July","> 1",4,"Leuctra",3,1,0.057874322,10.7642626480086,0.622974402583423
"EAS","REF","25","7/15/24","July","> 1",4,"Molophilus",11,1,1.732759415,10.7642626480086,18.6518774488698
"EAS","REF","25","7/15/24","July","> 1",4,"Neocleon",5,1,0.577752554,10.7642626480086,6.21908023681378
"EAS","REF","25","7/15/24","July","> 1",4,"Orthocladine",1,1,0.002,10.7642626480086,0.0215285252960172
"EAS","REF","25","7/15/24","July","> 1",4,"Orthocladine",2,1,0.009540071,10.7642626480086,0.10269182992465
"EAS","REF","25","7/15/24","July","> 1",4,"Orthocladine",3,2,0.047587326,21.5285252960172,1.02448495156082
"EAS","REF","25","7/15/24","July","> 1",4,"Orthocladine",4,5,0.227532386,53.8213132400431,12.2460918191604
"EAS","REF","25","7/15/24","July","> 1",4,"Oulimnius",3,1,0.228469625,10.7642626480086,2.45930705059203
"EAS","REF","25","7/15/24","July","> 1",4,"Sialis",4,1,0.15056767,10.7642626480086,1.62074994617869
"EAS","REF","25","7/15/24","July","> 1",4,"Tanypodinae",4,2,0.007606324,21.5285252960172,0.163752938643703
"EAS","REF","25","7/15/24","July","> 1",4,"Tanypodinae",6,1,0.003804087,10.7642626480086,0.0409481916038751
"EAS","REF","25","7/15/24","July","> 1",5,"Attenella",2,3,0.207805108,32.2927879440258,6.71060628632939
"EAS","REF","25","7/15/24","July","> 1",5,"Attenella",3,5,1.122456758,53.8213132400431,60.4120967707212
"EAS","REF","25","7/15/24","July","> 1",5,"Baetidae",3,1,0.146132525,10.7642626480086,1.57300888051668
"EAS","REF","25","7/15/24","July","> 1",5,"Ephemera",15,1,3.476810902,10.7642626480086,37.4253057265877
"EAS","REF","25","7/15/24","July","> 1",5,"Gerris",7,1,2.344044061,10.7642626480086,25.2319059311087
"EAS","REF","25","7/15/24","July","> 1",5,"Gerris",8,1,3.315223905,10.7642626480086,35.6859408503768
"EAS","REF","25","7/15/24","July","> 1",5,"Orthocladine",5,1,0.075250326,10.7642626480086,0.810014273412271
"EAS","REF","25","7/15/24","July","> 1",5,"Oulimnius",4,1,0.47645507,10.7642626480086,5.12868751345533
"EAS","REF","25","7/15/24","July","> 1",5,"Paracapnia",1,1,0.004,10.7642626480086,0.0430570505920344
"EAS","REF","25","7/15/24","July","> 1",5,"Paracapnia",2,2,0.044848878,21.5285252960172,0.96553020452099
"EAS","REF","25","7/15/24","July","> 1",5,"Paraleptophlebia",4,1,0.2170674235,10.7642626480086,2.33657075888052
"EAS","REF","25","7/15/24","July","> 1",5,"Stenelmis",3,1,1.711413301,10.7642626480086,18.4221022712594
"EAS","REF","25","7/15/24","July","> 1",5,"Stenonema",3,1,0.2266518,10.7642626480086,2.43973950484392
"EAS","REF","25","7/15/24","July","> 1",5,"Stylogomphus",13,1,16.27937544,10.7642626480086,175.235472981701
"EAS","REF","25","7/15/24","July","> 1",5,"Tanypodinae",3,1,0.003802506,10.7642626480086,0.0409311733046286
"EAS","REF","25","7/15/24","July","> 1",5,"Tanypodinae",6,2,0.007608175,21.5285252960172,0.163792787944026
"FRY","MID","402","7/15/24","July","> 1",1,"Acroneuria",17,1,18.01210686,10.7642626480086,193.887049085038
"FRY","MID","402","7/15/24","July","> 1",1,"Cheumatopsyche",16,1,6.99826582,10.7642626480086,75.3311713670614
"FRY","MID","402","7/15/24","July","> 1",1,"Leuctra",4,4,0.502493979,43.0570505920345,21.6359086759957
"FRY","MID","402","7/15/24","July","> 1",1,"Leuctra",5,2,0.458328055,21.5285252960172,9.86712712594187
"FRY","MID","402","7/15/24","July","> 1",1,"Microvelia",3,2,0.350811493,21.5285252960172,7.55245410118407
"FRY","MID","402","7/15/24","July","> 1",1,"Optioservus",6,1,0.784137652,10.7642626480086,8.44066363832077
"FRY","MID","402","7/15/24","July","> 1",1,"Psephenus",7,1,2.103334641,10.7642626480086,22.6408465123789
"FRY","MID","402","7/15/24","July","> 1",1,"Stenonema",4,1,0.481059623,10.7642626480086,5.178252131324
"RIC","HIGH","1457","7/15/24","July","> 1",5,"Atherix",5,1,0.2439607882,10.7642626480086,2.626058
"RIC","HIGH","1457","7/15/24","July","> 1",5,"Atherix",6,1,0.3909153554,10.7642626480086,4.20791555866523
"RIC","HIGH","1457","7/15/24","July","> 1",5,"Chelifera",4,1,0.158682586,10.7642626480086,1.70810103336921
