Site,SC Category,SC Level,Sample Date,Fraction,Replicate,Order,Family,Genus,Abundance (# individuals),Density (# individuals/m2),Biomass (g)
HUR,MID,387,10/20/23,> 1,1,Trichoptera,Polycentropodidae,Polycentropus,0,0,0
HUR,MID,387,10/20/23,> 1,2,Trichoptera,Polycentropodidae,Polycentropus,0,0,0
HUR,MID,387,10/20/23,> 1,3,Trichoptera,Polycentropodidae,Polycentropus,0,0,0
HUR,MID,387,10/20/23,> 1,4,Trichoptera,Polycentropodidae,Polycentropus,0,0,0
HUR,MID,387,10/20/23,> 1,5,Trichoptera,Polycentropodidae,Polycentropus,0,0,0
HUR,MID,387,10/20/23,> 1,1,Diptera,Ceratopogonidae,Probezzia,5,53.82131324,1.13641504
HUR,MID,387,10/20/23,> 1,2,Diptera,Ceratopogonidae,Probezzia,0,0,0
HUR,MID,387,10/20/23,> 1,3,Diptera,Ceratopogonidae,Probezzia,2,21.5285253,0.330717643
HUR,MID,387,10/20/23,> 1,4,Diptera,Ceratopogonidae,Probezzia,0,0,0
HUR,MID,387,10/20/23,> 1,5,Diptera,Ceratopogonidae,Probezzia,1,10.76426265,0.090916234
HUR,MID,387,10/20/23,> 1,1,Coleoptera,Psephenidae,Psephenus,0,0,0
HUR,MID,387,10/20/23,> 1,2,Coleoptera,Psephenidae,Psephenus,0,0,0
HUR,MID,387,10/20/23,> 1,3,Coleoptera,Psephenidae,Psephenus,0,0,0
HUR,MID,387,10/20/23,> 1,4,Coleoptera,Psephenidae,Psephenus,0,0,0
HUR,MID,387,10/20/23,> 1,5,Coleoptera,Psephenidae,Psephenus,0,0,0
HUR,MID,387,10/20/23,> 1,1,Trichoptera,Pupa,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,1,Diptera,Pupa,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,1,Diptera,Chironomidae,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,2,Trichoptera,Pupa,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,2,Diptera,Pupa,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,2,Diptera,Chironomidae,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,3,Trichoptera,Pupa,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,3,Diptera,Pupa,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,3,Diptera,Chironomidae,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,4,Trichoptera,Pupa,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,4,Diptera,Pupa,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,4,Diptera,Chironomidae,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,5,Trichoptera,Pupa,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,5,Diptera,Pupa,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,5,Diptera,Chironomidae,Pupa,0,0,0
HUR,MID,387,10/20/23,> 1,1,Hemiptera,Veliidae,Rhagovelia,0,0,0
HUR,MID,387,10/20/23,> 1,2,Hemiptera,Veliidae,Rhagovelia,0,0,0
HUR,MID,387,10/20/23,> 1,3,Hemiptera,Veliidae,Rhagovelia,0,0,0
HUR,MID,387,10/20/23,> 1,4,Hemiptera,Veliidae,Rhagovelia,0,0,0
HUR,MID,387,10/20/23,> 1,5,Hemiptera,Veliidae,Rhagovelia,0,0,0
HUR,MID,387,10/20/23,> 1,1,Trichoptera,Rhyacophilidae,Rhyacophila,0,0,0
HUR,MID,387,10/20/23,> 1,2,Trichoptera,Rhyacophilidae,Rhyacophila,0,0,0
HUR,MID,387,10/20/23,> 1,3,Trichoptera,Rhyacophilidae,Rhyacophila,0,0,0
HUR,MID,387,10/20/23,> 1,4,Trichoptera,Rhyacophilidae,Rhyacophila,0,0,0
HUR,MID,387,10/20/23,> 1,5,Trichoptera,Rhyacophilidae,Rhyacophila,0,0,0
HUR,MID,387,10/20/23,> 1,1,Plecoptera,Nemouridae,Shipsa,0,0,0
HUR,MID,387,10/20/23,> 1,2,Plecoptera,Nemouridae,Shipsa,0,0,0
HUR,MID,387,10/20/23,> 1,3,Plecoptera,Nemouridae,Shipsa,0,0,0
HUR,MID,387,10/20/23,> 1,4,Plecoptera,Nemouridae,Shipsa,0,0,0
HUR,MID,387,10/20/23,> 1,5,Plecoptera,Nemouridae,Shipsa,0,0,0
HUR,MID,387,10/20/23,> 1,1,Megaloptera,Sialidae,Sialis,1,10.76426265,4.088057763
HUR,MID,387,10/20/23,> 1,2,Megaloptera,Sialidae,Sialis,0,0,0
HUR,MID,387,10/20/23,> 1,3,Megaloptera,Sialidae,Sialis,0,0,0
HUR,MID,387,10/20/23,> 1,4,Megaloptera,Sialidae,Sialis,0,0,0
HUR,MID,387,10/20/23,> 1,5,Megaloptera,Sialidae,Sialis,1,10.76426265,1.049341255
HUR,MID,387,10/20/23,> 1,1,Gastropoda,Lymnaidae,Stagnicola,0,0,0
HUR,MID,387,10/20/23,> 1,2,Gastropoda,Lymnaidae,Stagnicola,0,0,0
HUR,MID,387,10/20/23,> 1,3,Gastropoda,Lymnaidae,Stagnicola,0,0,0
HUR,MID,387,10/20/23,> 1,4,Gastropoda,Lymnaidae,Stagnicola,0,0,0
HUR,MID,387,10/20/23,> 1,5,Gastropoda,Lymnaidae,Stagnicola,0,0,0
HUR,MID,387,10/20/23,> 1,1,Coleoptera,Elmidae,Stenelmis (A),0,0,0
HUR,MID,387,10/20/23,> 1,2,Coleoptera,Elmidae,Stenelmis (A),0,0,0
HUR,MID,387,10/20/23,> 1,3,Coleoptera,Elmidae,Stenelmis (A),0,0,0
HUR,MID,387,10/20/23,> 1,4,Coleoptera,Elmidae,Stenelmis (A),0,0,0
HUR,MID,387,10/20/23,> 1,5,Coleoptera,Elmidae,Stenelmis (A),0,0,0
HUR,MID,387,10/20/23,> 1,1,Coleoptera,Elmidae,Stenelmis (L),0,0,0
HUR,MID,387,10/20/23,> 1,2,Coleoptera,Elmidae,Stenelmis (L),0,0,0
HUR,MID,387,10/20/23,> 1,3,Coleoptera,Elmidae,Stenelmis (L),0,0,0
HUR,MID,387,10/20/23,> 1,4,Coleoptera,Elmidae,Stenelmis (L),0,0,0
HUR,MID,387,10/20/23,> 1,5,Coleoptera,Elmidae,Stenelmis (L),0,0,0
HUR,MID,387,10/20/23,> 1,1,Ephemeroptera,Heptageniidae,Stenonema,0,0,0
HUR,MID,387,10/20/23,> 1,2,Ephemeroptera,Heptageniidae,Stenonema,0,0,0
HUR,MID,387,10/20/23,> 1,3,Ephemeroptera,Heptageniidae,Stenonema,0,0,0
HUR,MID,387,10/20/23,> 1,4,Ephemeroptera,Heptageniidae,Stenonema,0,0,0
HUR,MID,387,10/20/23,> 1,5,Ephemeroptera,Heptageniidae,Stenonema,0,0,0
HUR,MID,387,10/20/23,> 1,1,Odonata,Gomphidae,Stylogomphus,1,10.76426265,1.023976281
HUR,MID,387,10/20/23,> 1,2,Odonata,Gomphidae,Stylogomphus,0,0,0
HUR,MID,387,10/20/23,> 1,3,Odonata,Gomphidae,Stylogomphus,0,0,0
HUR,MID,387,10/20/23,> 1,4,Odonata,Gomphidae,Stylogomphus,5,53.82131324,6.056416513
HUR,MID,387,10/20/23,> 1,5,Odonata,Gomphidae,Stylogomphus,0,0,0
HUR,MID,387,10/20/23,> 1,1,Plecoptera,Taeniopterygidae,Taeniopteryx,0,0,0
HUR,MID,387,10/20/23,> 1,2,Plecoptera,Taeniopterygidae,Taeniopteryx,0,0,0
HUR,MID,387,10/20/23,> 1,3,Plecoptera,Taeniopterygidae,Taeniopteryx,0,0,0
HUR,MID,387,10/20/23,> 1,4,Plecoptera,Taeniopterygidae,Taeniopteryx,0,0,0
HUR,MID,387,10/20/23,> 1,5,Plecoptera,Taeniopterygidae,Taeniopteryx,0,0,0
HUR,MID,387,10/20/23,> 1,1,Diptera,Tanypodinae,Tanypodinae,0,0,0
HUR,MID,387,10/20/23,> 1,2,Diptera,Tanypodinae,Tanypodinae,0,0,0
HUR,MID,387,10/20/23,> 1,3,Diptera,Tanypodinae,Tanypodinae,0,0,0
HUR,MID,387,10/20/23,> 1,4,Diptera,Tanypodinae,Tanypodinae,0,0,0
HUR,MID,387,10/20/23,> 1,5,Diptera,Tanypodinae,Tanypodinae,0,0,0
HUR,MID,387,10/20/23,> 1,1,Diptera,Chironominae,Tanytarsini,1,10.76426265,0.016020526
HUR,MID,387,10/20/23,> 1,2,Diptera,Chironominae,Tanytarsini,0,0,0
HUR,MID,387,10/20/23,> 1,3,Diptera,Chironominae,Tanytarsini,0,0,0
HUR,MID,387,10/20/23,> 1,4,Diptera,Chironominae,Tanytarsini,0,0,0
HUR,MID,387,10/20/23,> 1,5,Diptera,Chironominae,Tanytarsini,7,75.34983854,0.058542513
HUR,MID,387,10/20/23,> 1,1,Diptera,Tipulidae,Tipula,3,32.29278794,1.528708687
HUR,MID,387,10/20/23,> 1,2,Diptera,Tipulidae,Tipula,4,43.05705059,3.735795743
HUR,MID,387,10/20/23,> 1,3,Diptera,Tipulidae,Tipula,3,32.29278794,42.97321213
HUR,MID,387,10/20/23,> 1,4,Diptera,Tipulidae,Tipula,0,0,0
HUR,MID,387,10/20/23,> 1,5,Diptera,Tipulidae,Tipula,5,53.82131324,5.714685468
HUR,MID,387,10/20/23,> 1,1,Odonata,Aeshnidae,Triacanthagyna,0,0,0
HUR,MID,387,10/20/23,> 1,2,Odonata,Aeshnidae,Triacanthagyna,0,0,0
HUR,MID,387,10/20/23,> 1,3,Odonata,Aeshnidae,Triacanthagyna,0,0,0
HUR,MID,387,10/20/23,> 1,4,Odonata,Aeshnidae,Triacanthagyna,0,0,0
HUR,MID,387,10/20/23,> 1,5,Odonata,Aeshnidae,Triacanthagyna,0,0,0
HUR,MID,387,10/20/23,> 1,1,Trichoptera,Philopotamidae,Wormaldia,0,0,0
HUR,MID,387,10/20/23,> 1,2,Trichoptera,Philopotamidae,Wormaldia,0,0,0
HUR,MID,387,10/20/23,> 1,3,Trichoptera,Philopotamidae,Wormaldia,1,10.76426265,0.50945965
HUR,MID,387,10/20/23,> 1,4,Trichoptera,Philopotamidae,Wormaldia,0,0,0
HUR,MID,387,10/20/23,> 1,5,Trichoptera,Philopotamidae,Wormaldia,0,0,0
HUR,MID,387,10/20/23,> 1,1,Odonata,Cordulegastridae,Zoraena,0,0,0
HUR,MID,387,10/20/23,> 1,2,Odonata,Cordulegastridae,Zoraena,0,0,0
HUR,MID,387,10/20/23,> 1,3,Odonata,Cordulegastridae,Zoraena,0,0,0
HUR,MID,387,10/20/23,> 1,4,Odonata,Cordulegastridae,Zoraena,1,10.76426265,0
HUR,MID,387,10/20/23,> 1,5,Odonata,Cordulegastridae,Zoraena,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Ephemeroptera,Baetidae,Acerpenna,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Ephemeroptera,Baetidae,Acerpenna,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Ephemeroptera,Baetidae,Acerpenna,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Ephemeroptera,Baetidae,Acerpenna,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Ephemeroptera,Baetidae,Acerpenna,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Plecoptera,Perlidae,Acroneuria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Plecoptera,Perlidae,Acroneuria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Plecoptera,Perlidae,Acroneuria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Plecoptera,Perlidae,Acroneuria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Plecoptera,Perlidae,Acroneuria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Plecoptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Diptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Diptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Plecoptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Diptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Diptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Plecoptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Diptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Diptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Plecoptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Diptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Diptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Plecoptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Diptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Diptera,Adult,Adult,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Plecoptera,Chloroperlidae,Alloperla,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Plecoptera,Chloroperlidae,Alloperla,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Plecoptera,Chloroperlidae,Alloperla,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Plecoptera,Chloroperlidae,Alloperla,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Plecoptera,Chloroperlidae,Alloperla,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Diptera,Limoniidae,Antocha,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Diptera,Limoniidae,Antocha,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Diptera,Limoniidae,Antocha,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Diptera,Limoniidae,Antocha,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Diptera,Limoniidae,Antocha,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Diptera,Athericidae,Atherix,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Diptera,Athericidae,Atherix,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Diptera,Athericidae,Atherix,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Diptera,Athericidae,Atherix,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Diptera,Athericidae,Atherix,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Ephemeroptera,Baetidae,Baetis,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Ephemeroptera,Baetidae,Baetis,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Ephemeroptera,Baetidae,Baetis,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Ephemeroptera,Baetidae,Baetis,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Ephemeroptera,Baetidae,Baetis,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Ephemeroptera,Baetiscidae,Baetisca,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Ephemeroptera,Baetiscidae,Baetisca,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Ephemeroptera,Baetiscidae,Baetisca,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Ephemeroptera,Baetiscidae,Baetisca,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Ephemeroptera,Baetiscidae,Baetisca,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Odonata,Aeshnidae,Boyeria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Odonata,Aeshnidae,Boyeria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Odonata,Aeshnidae,Boyeria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Odonata,Aeshnidae,Boyeria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Odonata,Aeshnidae,Boyeria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Plecoptera,Capniidae,Capniidae,1,10.76426265,0.218976945
LLC,HIGH,"1,242",10/22/23,> 1,2,Plecoptera,Capniidae,Capniidae,16,172.2282024,1.368979442
LLC,HIGH,"1,242",10/22/23,> 1,3,Plecoptera,Capniidae,Capniidae,11,118.4068891,0.906410383
LLC,HIGH,"1,242",10/22/23,> 1,4,Plecoptera,Capniidae,Capniidae,46,495.1560818,4.087257989
LLC,HIGH,"1,242",10/22/23,> 1,5,Plecoptera,Capniidae,Capniidae,22,236.8137783,1.800116281
LLC,HIGH,"1,242",10/22/23,> 1,1,Trichoptera,Polycentropodidae,Cernotina,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Trichoptera,Polycentropodidae,Cernotina,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Trichoptera,Polycentropodidae,Cernotina,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Trichoptera,Polycentropodidae,Cernotina,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Trichoptera,Polycentropodidae,Cernotina,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Diptera,Empididae,Chelifera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Diptera,Empididae,Chelifera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Diptera,Empididae,Chelifera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Diptera,Empididae,Chelifera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Diptera,Empididae,Chelifera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Trichoptera,Hydropsychidae,Cheumatopsyche,16,172.2282024,38.5233213
LLC,HIGH,"1,242",10/22/23,> 1,2,Trichoptera,Hydropsychidae,Cheumatopsyche,9,96.87836383,17.6335012
LLC,HIGH,"1,242",10/22/23,> 1,3,Trichoptera,Hydropsychidae,Cheumatopsyche,7,75.34983854,16.75104795
LLC,HIGH,"1,242",10/22/23,> 1,4,Trichoptera,Hydropsychidae,Cheumatopsyche,4,43.05705059,6.437577551
LLC,HIGH,"1,242",10/22/23,> 1,5,Trichoptera,Hydropsychidae,Cheumatopsyche,2,21.5285253,2.352257593
LLC,HIGH,"1,242",10/22/23,> 1,1,Diptera,Chironomidae,Chironomidae,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Diptera,Chironomidae,Chironomidae,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Diptera,Chironomidae,Chironomidae,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Diptera,Chironomidae,Chironomidae,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Diptera,Chironomidae,Chironomidae,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Diptera,Chironomidae,Chironomini,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Diptera,Chironomidae,Chironomini,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Diptera,Chironomidae,Chironomini,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Diptera,Chironomidae,Chironomini,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Diptera,Chironomidae,Chironomini,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Hexapoda,Collembola,Collembola,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Hexapoda,Collembola,Collembola,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Hexapoda,Collembola,Collembola,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Hexapoda,Collembola,Collembola,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Hexapoda,Collembola,Collembola,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Trichoptera,Polycentropodidae,Cyrnellus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Trichoptera,Polycentropodidae,Cyrnellus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Trichoptera,Polycentropodidae,Cyrnellus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Trichoptera,Polycentropodidae,Cyrnellus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Trichoptera,Polycentropodidae,Cyrnellus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Diptera,Pediciidae,Dicranota,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Diptera,Pediciidae,Dicranota,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Diptera,Pediciidae,Dicranota,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Diptera,Pediciidae,Dicranota,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Diptera,Pediciidae,Dicranota,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Trichoptera,Hydropsychidae,Diplectrona,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Trichoptera,Hydropsychidae,Diplectrona,2,21.5285253,4.597623252
LLC,HIGH,"1,242",10/22/23,> 1,3,Trichoptera,Hydropsychidae,Diplectrona,1,10.76426265,0.80232984
LLC,HIGH,"1,242",10/22/23,> 1,4,Trichoptera,Hydropsychidae,Diplectrona,2,21.5285253,1.882202619
LLC,HIGH,"1,242",10/22/23,> 1,5,Trichoptera,Hydropsychidae,Diplectrona,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Diptera,Dixidae,Dixa,1,10.76426265,0.0043
LLC,HIGH,"1,242",10/22/23,> 1,2,Diptera,Dixidae,Dixa,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Diptera,Dixidae,Dixa,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Diptera,Dixidae,Dixa,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Diptera,Dixidae,Dixa,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Diptera,Dixidae,Dixella,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Coleoptera,Psephenidae,Ectopria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Coleoptera,Psephenidae,Ectopria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Coleoptera,Psephenidae,Ectopria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Coleoptera,Psephenidae,Ectopria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Coleoptera,Psephenidae,Ectopria,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Ephemeroptera,Ephemeridae,Ephemera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Ephemeroptera,Ephemeridae,Ephemera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Ephemeroptera,Ephemeridae,Ephemera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Ephemeroptera,Ephemeridae,Ephemera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Ephemeroptera,Ephemeridae,Ephemera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Ephemeroptera,Ephemerellidae,Ephemerellidae,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Ephemeroptera,Ephemerellidae,Ephemerellidae,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Ephemeroptera,Ephemerellidae,Ephemerellidae,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Ephemeroptera,Ephemerellidae,Ephemerellidae,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Ephemeroptera,Ephemerellidae,Eurylophella,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Ephemeroptera,Ephemerellidae,Eurylophella,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Ephemeroptera,Ephemerellidae,Eurylophella,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Ephemeroptera,Ephemerellidae,Eurylophella,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Ephemeroptera,Ephemerellidae,Eurylophella,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Trichoptera,Glossosomatidae,Glossosoma,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Trichoptera,Glossosomatidae,Glossosoma,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Trichoptera,Glossosomatidae,Glossosoma,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Trichoptera,Glossosomatidae,Glossosoma,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Trichoptera,Glossosomatidae,Glossosoma,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Trichoptera,Goeridae,Goera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Trichoptera,Goeridae,Goera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Trichoptera,Goeridae,Goera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Trichoptera,Goeridae,Goera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Trichoptera,Goeridae,Goera,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Odonata,Gomphidae,Gomphurus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Odonata,Gomphidae,Gomphurus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Odonata,Gomphidae,Gomphurus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Odonata,Gomphidae,Gomphurus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Odonata,Gomphidae,Gomphurus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Coleoptera,Gyrinidae,Gyrinus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Coleoptera,Gyrinidae,Gyrinus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Coleoptera,Gyrinidae,Gyrinus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Coleoptera,Gyrinidae,Gyrinus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Coleoptera,Gyrinidae,Gyrinus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Coleoptera,Dryopidae,Helichus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Coleoptera,Dryopidae,Helichus,1,10.76426265,1.615101047
LLC,HIGH,"1,242",10/22/23,> 1,3,Coleoptera,Dryopidae,Helichus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Coleoptera,Dryopidae,Helichus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Coleoptera,Dryopidae,Helichus,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Odonata,Calopterygidae,Hetaerina,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Odonata,Calopterygidae,Hetaerina,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Odonata,Calopterygidae,Hetaerina,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,4,Odonata,Calopterygidae,Hetaerina,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,5,Odonata,Calopterygidae,Hetaerina,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,1,Diptera,Limoniidae,Hexatoma,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,2,Diptera,Limoniidae,Hexatoma,0,0,0
LLC,HIGH,"1,242",10/22/23,> 1,3,Diptera,Limoniidae,Hexatoma,0,0,0
