"Site","SC.Category","SC.Level","Sample.Date","Fraction","Replicate","Order","Family","Genus","Abundance","Density","Biomass","Biomass.Area.Corrected"
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"FRY","MID","402","","",NA,"","","",NA,NA,NA,NA
"HUR","MID","387","10/20/23","> 1",1,"Ephemeroptera","Baetidae","Acerpenna",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Plecoptera","Perlidae","Acroneuria",7,75.34983854,33.50817992,2524.83594674127
"HUR","MID","387","10/20/23","> 1",1,"Plecoptera","Adult","Adult",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Adult","Adult",1,10.76426265,0.471063475,5.07065096972171
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Stratiomyidae","Allognasta",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Plecoptera","Chloroperlidae","Alloperla",1,10.76426265,1.236146625,13.3062069454111
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Limoniidae","Antocha",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Athericidae","Atherix",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Ephemeroptera","Baetidae","Baetis",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Ephemeroptera","Baetiscidae","Baetisca",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Odonata","Aeshnidae","Boyeria",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Plecoptera","Capniidae","Capniidae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Trichoptera","Polycentropodidae","Cernotina",1,10.76426265,0.661849376,7.12432051800261
"HUR","MID","387","10/20/23","> 1",1,"Megaloptera","Corydalidae","Chauloides",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Empididae","Chelifera",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Trichoptera","Hydropsychidae","Cheumatopsyche",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Chironomidae","Chironomidae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Chironomidae","Chironomini",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Hexapoda","Collembola","Collembola",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Trichoptera","Polycentropodidae","Cyrnellus",1,10.76426265,0.23717679,2.55303326204389
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Pediciidae","Dicranota",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Trichoptera","Hydropsychidae","Diplectrona",8,86.11410118,5.225246416,449.967398557856
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Dixidae","Dixa",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Dixidae","Dixella",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Trichoptera","Philopotamidae","Dolophilodes",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Coleoptera","Psephenidae","Ectopria",3,32.29278794,2.36310799,76.3113452003896
"HUR","MID","387","10/20/23","> 1",1,"Ephemeroptera","Ephemeridae","Ephemera",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Ephemeroptera","Ephemerellidae","Eurylophella",1,10.76426265,0.320904453,3.45429981764658
"HUR","MID","387","10/20/23","> 1",1,"Trichoptera","Glossosomatidae","Glossosoma",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Trichoptera","Goeridae","Goera",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Odonata","Gomphidae","Gomphurus",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Coleoptera","Gyrinidae","Gyrinus",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Ephemeroptera","Heptageniidae","Heptageniidae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Odonata","Calopterygidae","Hetaerina",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Limoniidae","Hexatoma",4,43.05705059,27.60796406,1188.71750521832
"HUR","MID","387","10/20/23","> 1",1,"Trombidiformes","Hydrachnidia","Hydrachnia",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Trichoptera","Hydropsychidae","Hydropsyche",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Plecoptera","Perlodidae","Isoperla",1,10.76426265,0.72087883,7.7597290649447
"HUR","MID","387","10/20/23","> 1",1,"Lepidoptera","Crambidae","Langessa",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Ephemeroptera","Leptophlebiidae","Leptophlebiidae",1,10.76426265,0.275318817,2.96360405867528
"HUR","MID","387","10/20/23","> 1",1,"Plecoptera","Leuctridae","Leuctra",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Plecoptera","Leuctridae","Leuctridae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Hemiptera","Veliidae","Microvelia",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Limoniidae","Molophilus",1,10.76426265,0.296246158,3.1888714537654
"HUR","MID","387","10/20/23","> 1",1,"Coleoptera","Elmidae","Optioservus(A)",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Coleoptera","Elmidae","Optioservus(L)",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Empididae","Oreogeton",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Chironominae","Orthocladine",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Coleoptera","Elmidae","Oulimnius(A)",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Coleoptera","Elmidae","Oulimnius(L)",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Plecoptera","Capniidae","Paracapnia",4,43.05705059,0.089697757,3.86212086095853
"HUR","MID","387","10/20/23","> 1",1,"Ephemeroptera","Leptophlebiidae","Paraleptophlebiidae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Trichoptera","Polycentropodidae","Polycentropodidae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Trichoptera","Polycentropodidae","Polycentropus",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Ceratopogonidae","Probezzia",5,53.82131324,1.13641504,61.1633498384871
"HUR","MID","387","10/20/23","> 1",1,"Coleoptera","Psephenidae","Psephenus",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Trichoptera","Pupa","Pupa",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Pupa","Pupa",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Chironomidae","Pupa",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Hemiptera","Veliidae","Rhagovelia",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Trichoptera","Rhyacophilidae","Rhyacophila",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Plecoptera","Nemouridae","Prostoia",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Megaloptera","Sialidae","Sialis",1,10.76426265,4.088057763,44.0049274893034
"HUR","MID","387","10/20/23","> 1",1,"Gastropoda","Lymnaidae","Stagnicola",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Coleoptera","Elmidae","Stenelmis (A)",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Coleoptera","Elmidae","Stenelmis (L)",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Ephemeroptera","Heptageniidae","Stenonema",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Odonata","Gomphidae","Stylogomphus",1,10.76426265,1.023976281,11.0223496360542
"HUR","MID","387","10/20/23","> 1",1,"Plecoptera","Taeniopterygidae","Taeniopteryx",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Tanypodinae","Tanypodinae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Chironominae","Tanytarsini",1,10.76426265,0.016020526,0.172449149655154
"HUR","MID","387","10/20/23","> 1",1,"Diptera","Tipulidae","Tipula",3,32.29278794,1.528708687,49.3662654513268
"HUR","MID","387","10/20/23","> 1",1,"Odonata","Aeshnidae","Triacanthagyna",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Trichoptera","Philopotamidae","Wormaldia",0,0,0,0
"HUR","MID","387","10/20/23","> 1",1,"Odonata","Cordulegastridae","Zoraena",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Ephemeroptera","Baetidae","Acerpenna",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Plecoptera","Perlidae","Acroneuria",2,21.5285253,13.04289136,280.794216628911
"HUR","MID","387","10/20/23","> 1",2,"Plecoptera","Adult","Adult",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Adult","Adult",1,10.76426265,0.192039017,2.06715841803581
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Stratiomyidae","Allognasta",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Plecoptera","Chloroperlidae","Alloperla",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Limoniidae","Antocha",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Athericidae","Atherix",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Ephemeroptera","Baetidae","Baetis",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Ephemeroptera","Baetiscidae","Baetisca",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Odonata","Aeshnidae","Boyeria",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Plecoptera","Capniidae","Capniidae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Trichoptera","Polycentropodidae","Cernotina",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Megaloptera","Corydalidae","Chauloides",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Empididae","Chelifera",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Trichoptera","Hydropsychidae","Cheumatopsyche",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Chironomidae","Chironomidae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Chironomidae","Chironomini",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Hexapoda","Collembola","Collembola",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Trichoptera","Polycentropodidae","Cyrnellus",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Pediciidae","Dicranota",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Trichoptera","Hydropsychidae","Diplectrona",1,10.76426265,1.549927753,16.6838294218163
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Dixidae","Dixa",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Dixidae","Dixella",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Trichoptera","Philopotamidae","Dolophilodes",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Coleoptera","Psephenidae","Ectopria",2,21.5285253,3.244139997,69.8415500021564
"HUR","MID","387","10/20/23","> 1",2,"Ephemeroptera","Ephemeridae","Ephemera",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Ephemeroptera","Ephemerellidae","Eurylophella",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Trichoptera","Glossosomatidae","Glossosoma",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Trichoptera","Goeridae","Goera",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Odonata","Gomphidae","Gomphurus",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Coleoptera","Gyrinidae","Gyrinus",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Ephemeroptera","Heptageniidae","Heptageniidae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Odonata","Calopterygidae","Hetaerina",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Limoniidae","Hexatoma",2,21.5285253,2.535147444,54.5779858873843
"HUR","MID","387","10/20/23","> 1",2,"Trombidiformes","Hydrachnidia","Hydrachnia",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Trichoptera","Hydropsychidae","Hydropsyche",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Plecoptera","Perlodidae","Isoperla",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Lepidoptera","Crambidae","Langessa",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Ephemeroptera","Leptophlebiidae","Leptophlebiidae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Plecoptera","Leuctridae","Leuctra",2,21.5285253,0.458328055,9.86712712776729
"HUR","MID","387","10/20/23","> 1",2,"Plecoptera","Leuctridae","Leuctridae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Hemiptera","Veliidae","Microvelia",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Limoniidae","Molophilus",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Coleoptera","Elmidae","Optioservus(A)",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Coleoptera","Elmidae","Optioservus(L)",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Empididae","Oreogeton",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Chironominae","Orthocladine",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Coleoptera","Elmidae","Oulimnius(A)",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Coleoptera","Elmidae","Oulimnius(L)",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Plecoptera","Capniidae","Paracapnia",2,21.5285253,0.044848878,0.965530204699613
"HUR","MID","387","10/20/23","> 1",2,"Ephemeroptera","Leptophlebiidae","Paraleptophlebiidae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Trichoptera","Polycentropodidae","Polycentropodidae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Trichoptera","Polycentropodidae","Polycentropus",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Ceratopogonidae","Probezzia",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Coleoptera","Psephenidae","Psephenus",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Trichoptera","Pupa","Pupa",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Pupa","Pupa",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Chironomidae","Pupa",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Hemiptera","Veliidae","Rhagovelia",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Trichoptera","Rhyacophilidae","Rhyacophila",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Plecoptera","Nemouridae","Prostoia",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Megaloptera","Sialidae","Sialis",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Gastropoda","Lymnaidae","Stagnicola",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Coleoptera","Elmidae","Stenelmis (A)",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Coleoptera","Elmidae","Stenelmis (L)",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Ephemeroptera","Heptageniidae","Stenonema",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Odonata","Gomphidae","Stylogomphus",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Plecoptera","Taeniopterygidae","Taeniopteryx",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Tanypodinae","Tanypodinae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Chironominae","Tanytarsini",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Diptera","Tipulidae","Tipula",4,43.05705059,3.735795743,160.852346300258
"HUR","MID","387","10/20/23","> 1",2,"Odonata","Aeshnidae","Triacanthagyna",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Trichoptera","Philopotamidae","Wormaldia",0,0,0,0
"HUR","MID","387","10/20/23","> 1",2,"Odonata","Cordulegastridae","Zoraena",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Ephemeroptera","Baetidae","Acerpenna",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Plecoptera","Perlidae","Acroneuria",3,32.29278794,22.54346062,727.991193235401
"HUR","MID","387","10/20/23","> 1",3,"Plecoptera","Adult","Adult",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Diptera","Adult","Adult",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Diptera","Stratiomyidae","Allognasta",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Plecoptera","Chloroperlidae","Alloperla",1,10.76426265,2.706469304,29.1331464424187
"HUR","MID","387","10/20/23","> 1",3,"Diptera","Limoniidae","Antocha",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Diptera","Athericidae","Atherix",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Ephemeroptera","Baetidae","Baetis",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Ephemeroptera","Baetiscidae","Baetisca",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Odonata","Aeshnidae","Boyeria",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Plecoptera","Capniidae","Capniidae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Trichoptera","Polycentropodidae","Cernotina",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Megaloptera","Corydalidae","Chauloides",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Diptera","Empididae","Chelifera",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Trichoptera","Hydropsychidae","Cheumatopsyche",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Diptera","Chironomidae","Chironomidae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Diptera","Chironomidae","Chironomini",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Hexapoda","Collembola","Collembola",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Trichoptera","Polycentropodidae","Cyrnellus",1,10.76426265,0.977690709,10.5241195821407
"HUR","MID","387","10/20/23","> 1",3,"Diptera","Pediciidae","Dicranota",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Trichoptera","Hydropsychidae","Diplectrona",7,75.34983854,3.452849531,260.171654663765
"HUR","MID","387","10/20/23","> 1",3,"Diptera","Dixidae","Dixa",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Diptera","Dixidae","Dixella",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Trichoptera","Philopotamidae","Dolophilodes",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Coleoptera","Psephenidae","Ectopria",1,10.76426265,0.124899502,1.3444510443822
"HUR","MID","387","10/20/23","> 1",3,"Ephemeroptera","Ephemeridae","Ephemera",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Ephemeroptera","Ephemerellidae","Eurylophella",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Trichoptera","Glossosomatidae","Glossosoma",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Trichoptera","Goeridae","Goera",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Odonata","Gomphidae","Gomphurus",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Coleoptera","Gyrinidae","Gyrinus",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Ephemeroptera","Heptageniidae","Heptageniidae",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Odonata","Calopterygidae","Hetaerina",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Diptera","Limoniidae","Hexatoma",2,21.5285253,24.43496115,526.048679322292
"HUR","MID","387","10/20/23","> 1",3,"Trombidiformes","Hydrachnidia","Hydrachnia",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Trichoptera","Hydropsychidae","Hydropsyche",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Plecoptera","Perlodidae","Isoperla",0,0,0,0
"HUR","MID","387","10/20/23","> 1",3,"Lepidoptera","Crambidae","Langessa",0,0,0,0
